Activity,Task,Subtask,Condition,Type of Subtask,Interaction,Persona,Technique
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Define objectives,Sponsor,Process Modeling
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Define objectives,Sponsor,Reviews
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Define objectives,Sponsor,Risk Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Define objectives,Sponsor,Scope Modeling
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Define objectives,Sponsor,Surveys/Questionnaires
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Define objectives,Sponsor,Workshops
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Brainstorming
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Document Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Estimation
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Financial Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Functional Decomposition
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Interviews
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Item Tracking
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Lessons Learned
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Process Modeling
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Reviews
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Risk Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Scope Modeling
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Surveys/Questionnaires
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Ensure compatibility,Manager,Workshops
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Brainstorming
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Document Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Estimation
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Financial Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Functional Decomposition
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Interviews
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Item Tracking
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Lessons Learned
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Process Modeling
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Reviews
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Risk Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Scope Modeling
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Surveys/Questionnaires
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Determine realism,Manager,Workshops
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Brainstorming
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Document Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Estimation
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Financial Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Functional Decomposition
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Interviews
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Item Tracking
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Lessons Learned
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Process Modeling
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Reviews
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Risk Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Scope Modeling
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Surveys/Questionnaires
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Be available,Domain SME,Workshops
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Brainstorming
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Document Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Estimation
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Financial Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Functional Decomposition
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Interviews
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Item Tracking
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Lessons Learned
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Process Modeling
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Reviews
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Risk Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Scope Modeling
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Surveys/Questionnaires
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Provide input,Domain SME,Workshops
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Approve decisions,Regulator,Brainstorming
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Approve decisions,Regulator,Document Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Approve decisions,Regulator,Estimation
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Approve decisions,Regulator,Financial Analysis
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Approve decisions,Regulator,Functional Decomposition
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Approve decisions,Regulator,Interviews
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Approve decisions,Regulator,Item Tracking
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Approve decisions,Regulator,Lessons Learned
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Approve decisions,Regulator,Process Modeling
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Approve decisions,Regulator,Reviews
Plan Business Analysis,Plan Approach and Method,Define Activities,Plan decision-making,Plan Analysis Governance,Approve decisions,Regulator,Risk Analysis
